reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
eaf4b29a-ef97-4fbb-a492-b7ec339f0601,Maximadesireewildani,https://play-lh.googleusercontent.com/a/ACg8ocIK2zeoC5BuwHnDZdAp5E22agWM94GeMyu4fJyb71Qld7n1rA=mo,"apalah banyak fitur yg suka tb"" ilang, contohnya filter mempercantik yg tinggal tiga fitur nya pdhl sbelumnya ada banyak, trs juga kadang telat update, yg lain udh ada fitur suara ai nya tali di saya belum, gimana sih?toling dong di perbaiki lagi!!",3,444,35.6.3,2024-07-15 14:14:15,,,35.6.3
60021367-b978-46d1-a2d7-0b41dc577644,22_Ida Bagus Putu Ananta Bhaskara,https://play-lh.googleusercontent.com/a-/ALV-UjUsQ00a5af4CAOHwaBQMN1UqgI2Q7RRJVSa_YJB5P-h7R5wy1rs,"Kenapa aplikasinya pas mau dibuka malah loadingnya lama dan hanya logo tiktok saja, tidak ada gambar? Saya jadinya harus uninstall ulang agar mau aplikasinya berjalan. Hampir setiap sehari apl seperti itu, dan harus saya lakukan berulang""",1,10,35.7.3,2024-07-24 03:44:13,,,35.7.3
a4465569-559d-43a6-81fe-bceee180a9e4,Lia rahmawati,https://play-lh.googleusercontent.com/a/ACg8ocLaRKwSYEA1x_rJl4U33wBYTQMdHVZ4bD9O5fOpcTUqcjYUiQ=mo,"no komen buat fitur-fitur lainnya karna ya bagus.., tapi tolong balikin pin komen, karna dengan adanya pin komen, memudahkan creator seperti saya untuk menanggapi setiap komen para manusia yg minim literasi, dengan adanya pin komen memudahkan creator seperti saya agar bisa menahan para viewers bertanya (komen) berulang di konten saya. Selain itu, setiap pembaruan aplikasi selalu terjadi bug yg entah bagaimana mengatasi nya, Terima kasih.",5,16157,35.4.4,2024-07-08 07:24:36,,,35.4.4
132c7414-0414-49b7-aefb-814fd84a5cc5,Neng Dewi,https://play-lh.googleusercontent.com/a/ACg8ocLv3u7zlgLTheZD86WzqQnUY_r_u4962E8QWJPnd4s8XlUz=mo,"Aplikasi nya bagus banget, tapi meskipun sudah di update kok banyak fitur yang beda yaa sama tiktok nya temen ku padahal app nya sama, contoh nya tuh kayak gak ada tombol live disisi kiri atas layar beranda tiktok, gak ada posting ulang, terus gak ada tiktok shop juga, tolong konfirmasi nya ini tuh emng beda app atau gimana?",4,362,35.7.3,2024-07-21 09:32:06,,,35.7.3
22f62a72-16ac-49b1-b066-6e966f14bbd9,Harry Andrean,https://play-lh.googleusercontent.com/a/ACg8ocIAZiNdNFlm-D8kZ0O1NhcmAkBmoY6SDEx5VwCIiEiERz2N=mo,"Fitur picture-in-picture tidak bisa digunakan ketika menonton video live, hanya ada ada suaranyanya saja tidak ada video mengambang dilayar, jadi seperti memutar video dilatar belakansemua notifikasi sudah saya aktifkan, tapi mengapa notifikasinya tidak muncul? jadi kalau ada notifikasi jadi tidak terbaca karena distatusbar tidak ada notifikasi",1,2316,34.8.4,2024-07-20 08:19:38,,,34.8.4
e55eae1c-6dbb-4f35-b7d6-585de51c237a,Rizky,https://play-lh.googleusercontent.com/a/ACg8ocLdyzjLRb6trpP8JNU_ERcJCHXLxZV61gFu-DIgqiywJQ5Ejg=mo,"bagus bgt,cuma buat mutar video nya susah ngga mau ke play mungkin jaringan tadinya tapi udh pake wifi dan kuota tetap susah dan yang paling males suka keluar sendiri ke beranda dan saya kira mungkin itu hp saya ternyata teman saya juga mengalami yang saya alami jadi mungkin ini memang dari aplikasi tiktoknya sendiri serta juga semua fitur tidak sepenuhnya terpasang cmn hp yang tertentu kayaknya si jadi kaya random gitu ... mohon ditingkatkan lagi...",4,323,35.4.4,2024-07-04 23:34:32,,,35.4.4
3a6d36d2-2101-4f60-ae9d-ca09a6f463c9,Syauqy Abdullah,https://play-lh.googleusercontent.com/a-/ALV-UjV_e8laaAdCssM8CXPGsUtGbPQWgONYg_f42jPoPWADMVPYSAc,"Update terakhir harusnya meningkatkan kualitas jaringan agar tidak lag atau lost koneksinya, jaringan internet stabil tapi buka aplikasi langsung lag, beberapa video tidak dapat diputar, tolonglah perbaiki... Seharusnya update itu memperbaiki bukan memperburuk aplikasi... Thanks.",2,4315,35.3.3,2024-06-27 16:25:05,,,35.3.3
f296ef79-85b3-46a6-8a6d-c32625d78df9,Bola Aju,https://play-lh.googleusercontent.com/a/ACg8ocKR5QSwk0NbRkEbjYKzuQG1ibP_MHS1NpvasPX0xpskZVpxRg=mo,"Terbaik dan ternyaman digunakan menonton video,simpel dan pastinya memberikan kepuasan ya bagi para pengguna nya, menurut aku aplikasi ini sudah sangat lengkap dari segi fitur fitur nya tinggal ditambah kan beberapa menu pelengkap saja seperti 360 UTC untuk memudahkan menggunakan nya saat jaringan lagi kurang stabi selebihnya sudah sangat memuaskan banget ya aplikasi ini, aplikasi ini juga sangat membanggakan dan memberikan tambahan penghasilan ya bagi para pengguna nya.",5,85,35.7.3,2024-07-23 23:48:22,,,35.7.3
d49ed7de-a900-4249-9ad4-9ec28bf24e6f,Jonathan Boman,https://play-lh.googleusercontent.com/a/ACg8ocI8x1khIBjAHwBsbIYpSAJWwoc2IhuC96PeWLnuIELviz7g8g=mo,"Aplikasi ini lebih transparan dalam hal penyajian berbagai video pendek,konten konten nya sangat menghibur dan memuaskan banget ya, sejauh ini menggunakan aplikasi ini nyaris tanpa bug ya, apalagi kita bisa mendapatkan kepuasan tanpa harus takut kehabisan kuota,mobilitas dari aplikasi ini sangat bagus dan pastinya sangat memberikan banyak sekali tontonan yang pastinya kalian suka ya kawan kawan ku.",5,2,35.7.3,2024-07-24 09:52:17,,,35.7.3
d05c0bf4-0dc6-4a52-811b-605ec161fc9e,Alzz Yaudahlah,https://play-lh.googleusercontent.com/a-/ALV-UjXSixFCqxLEevE_qPdT6McjGTIf06BRk5VoPvgf59bpqtwWonPl,"Sumpah makin kesini malah makin ga jelas tiktok, mulai dari bug video yang suka ngestuck, tiba tiba ga bisa di buka, di keluarin dari apk nya lah, sampe yang kadang suka patah patah sendiri tanpa alasan yang jelas dan alhasil harus di uninstall dulu.",2,69,35.7.3,2024-07-22 05:40:13,,,35.7.3
8cef5c30-6f9c-4816-a47a-5a90c9f83c3d,Bayu Gumilar,https://play-lh.googleusercontent.com/a-/ALV-UjVQ1XR8PG1xSuF5t7nx1yKBzpf8SaPKoqLdOaxn8af6QRaCVc8,Aplikasi tiktok ini selalu menghibur saya diwaktu luang saya. Tapi akhir-akhir ini dari kemarin juga yg ditab profil kadang kadang ngebug kalo jumlah mengikuti nya tuh ngga singkron gitu min. Tolong min perbaiki secepatnya ya🙏🏻😔,3,27,35.7.3,2024-07-22 02:04:03,,,35.7.3
8a5174de-b902-4067-b673-0d95350f5f60,Imron Ade Priana,https://play-lh.googleusercontent.com/a-/ALV-UjW2bvzNgdaas-8TeAGB7vwrYPevKHg6b8kSBZjc4CPA5X6-gOXZ,"Ngebug, nama profil gak muncul, followers sama following juga sama gak muncul ... Aplikasi makin lama makin berat, padahal cuma scrolling video aja gak pernah bisa stabil mau spek hp kayak apa juga ... Jelek",1,3,35.7.3,2024-07-23 15:34:09,,,35.7.3
a12574da-e296-4542-934c-f9ff00aa8b1b,Keisha Shakila,https://play-lh.googleusercontent.com/a/ACg8ocKhrKrk6gDH-NqkvzbZxt3bzACODQFSChqO1gpuqNBk6N0X9A=mo,"Aplikasi sering ngelag terus, pas langsung masuk gak ada video nya, udah login tapi gak ada akunnya,pas lagi ada wifi/internet tetep aja gak ada video nya, nyesel download aplikasinya, aplikasi juga aneh. Lagi ngetik malahan ngetik sendiri, lagi edit foto profil malahan kefoto sendiri, pas cobain filter malahan gak bisa, dan lain-lainnya. Pokoknya real ini, tolong cepat diperbarui yang punya. Aplikasinya bikin kesel.",1,20421,35.1.3,2024-06-18 09:22:12,,,35.1.3
a0ebe531-099b-4e8f-b0d9-19bce6c0f409,imron depon,https://play-lh.googleusercontent.com/a-/ALV-UjWQkpm7CEft7l1FHHITXpPUk0h6AeVOfn5QMEDjNjvswoBGS54,Aslinya bagus tapi lama lama ko susah di buka sudah sya liat cara bukanya di youtobe tetep ga ngaruh masa setiap sya mau liat tiktok harus un instal trus download lagi dan setelah di update bukan nya malah makin bagus malah makin ngeleg ini gimana?? Hp sya juga jadi sering eror jadi nya.,1,2,35.7.3,2024-07-23 12:38:16,,,35.7.3
5f741f30-3067-46b9-ac50-91fbf82675a8,Stephanus Leon,https://play-lh.googleusercontent.com/a-/ALV-UjUMYcUWYTcGLbt0IYry4LkBG5d8I98iT6G2PJ_zmjacNzlyWPE,"Kok tiktok sekarang update gak jelas banget !! Masa iya fitur efek pencarian gak ada fitur apa mungkin dihilangkan sementara? Permasalahan yang di temukan berikut: 1.fitur tandai video /tidak ada 2.fitur pencarian efek di tiktok /gak ada 3.kinerja aplikasi sering bug/ di update gak jelas! !! Bukan nya di update makin bagus, malah kebalikannya Tolong diperbaiki secepatnya tiktok plis gak nyaman banget!! 👊😭😭",2,2087,35.1.3,2024-06-10 04:13:08,,,35.1.3
9c4aa942-7f61-467a-bfeb-16fb2b3b77e1,Nurgi Yanti,https://play-lh.googleusercontent.com/a-/ALV-UjWW-6f4Cm4Y866m6TUyY1oWZS2LoiNQwNn-KTVYYsuMMgsxqkI,"sejauh ini aplikasi nya emang bagus,tapi ada sedikit bug dan disponsori,kadang suka kesel karena banyak sekali iklan/ disponsori,susah untuk scroll tiktok,tolong perbaiki yaaa,tapi aplikasi nya jujur bagus bgt,suka, tapi sering ada event yang sampe kita harus ikut/ engga,suka ngelag kalo lagi asik nge scroll ,bahkan harus mati daya dulu,ini kenapa ya??!,segini dulu ajaaa, terimakasih",5,16558,35.0.3,2024-06-04 11:32:34,,,35.0.3
5fe73001-c76c-4a5d-b984-b96177bd31b9,Asyfa Kirani,https://play-lh.googleusercontent.com/a/ACg8ocIYzUYJ4_K47JvC9JO6em9z9y2vKtcSLTvvyWjmqeq0xAvc=mo,"Tik tok bagus,, terkadang untuk kami irt bisa terhibur , tambah wawasan pengalaman dan juga pembelajaran di semua postingan yg ada di tik tok, dan belanja lebih mudah dengan adanya tik tok shop lebih murah, kualitas ok, juga murah dan sering dapat gratis ongkir, terimakasih tik tok",5,8634,35.1.3,2024-06-10 06:01:31,,,35.1.3
ac1861a4-08cf-4555-83b7-5378418fc85d,Nur Rahmah,https://play-lh.googleusercontent.com/a/ACg8ocJM5U2k9USlf7BPYhRjE-FithAihf4GGFERTFhi5V-JTiZu5A=mo,"Akhir- akhir ini aplikasi ini sering lelet,,waktu membuka aplikasi yg ada nampak tulisan tik tok nya tok sampe hpnya mati,,,terpaksa di delete lagi download lagii,,,waktu pertama ngedow load lancar banget,,,selang beberapa saat buka tutup aplikasi udahhhhh zonk lagi,,,,,tapi mengingat untuk melihat vidio yg menarik terpaksa harus hapus lagi download lagi,,,kenapa ya bisa gitu,,padahal saya duduk di samping mesin wifi😅 Tolong kembalikan tik tok seperti semula.",3,7725,34.5.6,2024-05-06 14:14:26,,,34.5.6
06a35b00-6536-4fd9-8104-7e99b1e31f96,Unna Aya,https://play-lh.googleusercontent.com/a-/ALV-UjWEDAkW7fshNqe1XjM5ZKO8i-hfJx5LTnEa_PYeCnig68tJCOA,"Hay Tiktok.! Saya punya keluhan tentang konten yang saya buat di tiktok, mengapa Video saya selalu di anggap tidak memenuhi syarat untuk direkomendasikan di feed. Padahal saya melihat video yang serupa, dan tidak melakukan pelanggaran apapun. Tiktok dulu sepertinya tidak seperti ini, saat mengajukan bandingpun tetap di terima, tolong di perbaiki lagi sistemnya. Karena mengedit satu video itu butuh waktu lama. Terima kasih.",2,425,35.6.3,2024-07-15 03:25:53,,,35.6.3
88fcdc28-84ad-4b11-84fa-fafc07385614,Bibsukamwemwek,https://play-lh.googleusercontent.com/a-/ALV-UjVPjO1bsYZ7nn9jYy_nOj97goFKXgC5L7sHMo74gGcXZkZc3ik,"Untuk developer tolong diperbaiki lagi aplikasi nya,karna apk nya seperti berat di hp saya,saya tau hp sayang kentang,tapi ga munkin ga bisa Di buka apk nya,harus dipencet berkali"" apknya baru bisa Du buka,dan untuk mem-follow orang juga tidak bisa,selalu Terunffol padahal yg gw follow masih 32,malah stuck di situ,semoga developer mendengar suara saya,dan kedepannya menjadi lebih baik",2,363,35.6.3,2024-07-15 14:48:47,,,35.6.3
25426745-5e0c-4f53-8e6e-b6c897b4a972,Alvira Feb,https://play-lh.googleusercontent.com/a-/ALV-UjUEu-9luyQ8SLk3NTOJzuR7cQl89ss4a2ovXp2Z9Oq8SnJxO5o,"Setelah di update kok sekarang kalau mau simpan video yg sudah di edit, ada pilihan simpan dengan logo air. Pdahal sebelum di update disimpan tanpa ada logo tiktoknya bisa aja tuh. Tolong diperbaiki lagi",4,2,35.6.3,2024-07-23 05:50:24,,,35.6.3
b977b0f9-22c5-4b23-878c-c2371fd8c1ba,Melsy Apri,https://play-lh.googleusercontent.com/a-/ALV-UjVbT6k8zpVM2q8VMe3TFFnSBkP2YzsoR8dbTctMdXbJkVF_Gzvi,"Tiktok update'nya terlalu besar?ukuran update 133 MB, Makan penyimpanan, bekin lemot dan handphone android cepat panas. Akibat menguras daya baterai berlebihan, padahal setelan standar. Bagaimana bisa cepat panas?!",1,282,35.5.3,2024-07-11 18:17:50,,,35.5.3
e26111e8-96db-4382-a350-8e1c29da3174,AFr Wiki,https://play-lh.googleusercontent.com/a-/ALV-UjUfxOfrOHQqV2nUoJuRfsONA6BkOecGpTE5WB7rzPExeVKJ-CqF,"Fakta tiktok: 1.cuma di 30-40 vt yang dikasih views lumayan. Sisanya harus ikut fitur promosi berbayar untuk view. 2.shadowban hanya kedok supaya kita bayar buat promosi. 3.saat upload vt katanya bakalan disebar ke200 orang, tp faktanya views yg didapat ga sampai 10 (berarti bohong). 4.beli fitur promosi untuk dapat views atau following ditiktok langsung( yang nonton and follow itu bot, alias akun2 yang ga aktif lagi). 5.tiktok melarang membeli fitur promosi di luar tiktok karena, anda tau lah",1,1,35.7.3,2024-07-24 08:15:37,,,35.7.3
ffd0c722-895c-4295-a2ad-05a1b12bb6be,Ahmad Fikri,https://play-lh.googleusercontent.com/a-/ALV-UjXSlvJ4ylXQAChI7ftJ-hCn785vrRtBMxC9JgnSjxJrjb0m-IhS,"Updated an terbaru parah banget bug nya, bener bener gak bisa masuk, padahal masuk apk lain lancar lancar aja tinggal masuk, tapi masuk apk tiktok malah nge stuck di logo tiktok nya doang, entah saya doang yang ngerasain ini, atau yang lain juga ada sama kayak saya susah masuk.",1,232,35.5.3,2024-07-11 09:00:09,,,35.5.3
02ff49d1-42ab-47b4-80a5-9f968044f0eb,Dina Sri Damayanti,https://play-lh.googleusercontent.com/a-/ALV-UjUs5O9lVrDoJ5CdKm-xh5JNqeb9B42un6j0NY-rpTCvRyQxmHWr,"Ada apa dengan fitur simpan untuk video kok ngga ke simpan ke galeri. Ada yang kesimpen itupun cuma satu. Yang lain udah berkali-kali ke simpan nggak ada juga di galeri, giliran kesimpen watermark nya ada. Biasanya juga kalo simpan video langsung ke galeri tanpa watermark.",3,146,35.5.3,2024-07-10 13:11:02,,,35.5.3
235595ad-92a1-40e6-b4a3-3d805f96768b,Mimin Aminah,https://play-lh.googleusercontent.com/a-/ALV-UjV_7RpYqxup_inntqnPrOwINEg1i3LS735_yEHelyK7hyLN9nM,"bagus, tapi tiktok up cuma sedikit, ga ada samsek perubahan ya gitu' aja jadi ya masih di tingkat b aja, kadang suka kesel karna ada banyak banget bug, ya disitu udah pake wifi jaringan juga bagus tapi tiba' vid ga bisa di like+gabisa di pouse+ga bisa pake layar bersih+tb' masuk live orang,dll, kadang suka kesel lagi enak' nonton eh tb' masuk live orang, jadi b aja 🧏🏿‍♀️",4,139,35.5.3,2024-07-09 14:43:53,,,35.5.3
458d4df5-43f3-4568-83d5-3e0a1a4770fa,Amirul Hakim,https://play-lh.googleusercontent.com/a-/ALV-UjXdjkKUV3qTaxRgCbygCteb34WuJattSRDPT7oKpeSVsB_h2Cjb,"Saya kasih bintang satu dikarenakan setiap saya ngedit dan post di tiktok, setelah dipost awal-awal ga ada masalah setelah itu malah ada peringatan vidio tidak memenuhi syarat, padahal ga ada hal yang melanggar seperti reupload,SARA,Vulgar, DLL. Teruntuk admin TT tolong diperbaiki AI kalian saya sebagai kontent kreator pemula jadi terhambat perkembangan saya karena AI yang kaya gini",1,36,35.6.3,2024-07-20 08:05:45,,,35.6.3
31cc2cad-50a1-4539-b53a-142513e4b5f0,Jalu Jalu ff,https://play-lh.googleusercontent.com/a/ACg8ocIrgNg6VPABBjygPy6N59nj8SOFEr5xAJsiGbfAwL9GghzWxg=mo,"teruntuk tiktok tolong perbaiki bug nya,saya pas posting video itu lama banget padahal WiFi ga ngeleg sama sekali pas saya mau posting juga selalu keluar sendiri padahal hp/ram/Rom bagus, padahal udh update juga tolong di perbaiki segera",3,21,35.6.3,2024-07-19 03:09:18,,,35.6.3
600fce64-5167-409c-bc9e-5133d09f6d04,Beranda Hafiizh Hakim,https://play-lh.googleusercontent.com/a-/ALV-UjVMlErq61o60IiKKAm1vlF7NoH4LKFMfbGBiT544deDi9Kctf2n,Parah!!!! Abis update malah ga bisa dibuka tiktok nya. Sampe akhirnya harus unisntall trus install ulang. Ga di update juga hang tiktok nya. Jd serba salah.....mending jangan ada update deh!!! Sudah bagus dgn yg ada aja.....lancar jaya kemarin2. Plisssss balikin tiktok nya ke awal dong.,1,93,35.5.3,2024-07-12 19:36:16,,,35.5.3
0e4e6df1-d5c2-4eed-8b99-9fab9581e062,Rafael Nugraha Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjVVyGE6owkqI74TQKSoPOwIMYTrVEXoonAVBQ3jJoYvbxGfwazQ,"Tolong system nya diperbaiki,saya setiap upload video sedikit sedikit kena pelanggaran(konten tidak komersial)padahal saya ngedit cape cape malah kena pelanggaran+gak fyp🗿 sudah edit/ubah bagian pelanggaran masih kena pelanggaran,tpi ini lebih aneh,setiap pelanggaran(konten tidak komersial) ditampilkan bagian mana yg menurut system video itu plagiat,tpi ini yang ditampilkan yang bagian layar hitam(biasanya bckgrd)tolong perbaiki system nya,system nya jangan memindai setengah setengah dari video",2,87,35.5.3,2024-07-13 15:53:46,,,35.5.3
7b6164e4-965e-4e24-bcb7-7dfe9f4f6c5e,RACHEL AIZYA,https://play-lh.googleusercontent.com/a-/ALV-UjVhUuyyL2doKkBGrepdQuNbg8f5K8Z6ki30KHm4w-JLxWL1DAg,Tiktok ini sangat bagus bisa melihat banyak hal tapi tolong ketika sy scrol tiktok ada video yang kurang mengenakan untuk dilihat jadi mohon untuk video itu untuk di beri peringatan Sejauh ini sy menggunakan tiktok tidak ada bug jadi tiktok ini bagus untuk kita yg suka membuat/menonton video yg singkat Terimakasih tiktok🥰,5,61,35.5.3,2024-07-13 10:28:16,,,35.5.3
04cb6758-2058-498d-bbb8-c1c917ea401b,Fadillah Dedi Purnama,https://play-lh.googleusercontent.com/a-/ALV-UjWX9_qIGcT8ImIsnfaky5-ok1zoE5-6emkZpB8pyuxjDKXpC7bq,"Jaringan pake wifi plus data malah dibilang jaringan gk stabil.Yang parah nya lagi,koin reward krn menyeleaaikam tugas harian gk bisa di dapat.Selalu keluar tulisan:akun anda dibatasi. Tolong lah pihak pengembang nya diperhatikan dan diselesaikan masalah ini.",2,113,35.5.3,2024-07-13 15:01:26,,,35.5.3
a0edbf15-61c5-4955-aae2-4047355499c8,Roxanne,https://play-lh.googleusercontent.com/a-/ALV-UjU47dsR8_Ql0DmsFUkMHluTNX1MRiAUh6wQaikOlFWSfC7sC90,"i miss 2023 tiktok when everything was so peak. sekarang banyak banget bug dan update nya makin gajelas. aku mau buka tiktok selalu gabisa dan kadang malah bikin hp aku hang, sampe aku harus restart hp. waktu aku install ulang bisa dibuka, tapi lama-lama ngebug lagi. tolong dong tiktok balikin aplikasinya jadi kayak dulu lagi. aku kangen masa masa dimana aku masih bisa komen di repost-an aku, dan bisa ngeliat kapan seseorang memposting ulang videonya. please tiktok jangan ngecewain lagi",1,80,35.6.3,2024-07-19 02:59:40,,,35.6.3
cd648f72-234e-4ae6-bd9c-fd55f5dc6388,Dede Jihan,https://play-lh.googleusercontent.com/a/ACg8ocL0xAk9Yg1Ay42O9mHkgSoxPeTHUvwZ-kqB6shuzTrjyIB1_w=mo,Kenapa pas sekali foto musik otomatis nya terus terulang yang itu itu aja yaa. Jadi susah buat saya yang kerja spil produk musik nya terputar 1 musik itu terus. Giliran pencarian musik ga komplit 😤,3,89,35.4.4,2024-07-13 11:12:19,,,35.4.4
a25e9187-b8ce-4fff-9869-ff69b1f738ff,Kairo Al Azhka,https://play-lh.googleusercontent.com/a-/ALV-UjUh5dQIzl80KBBSBYkxmomav7J8ObU6kNEGET7x--k14lZ0agA,"Bagus, keren banget, tp tolong kalau bisa tulisan di kasi bayangan...kerena biasanya orang bikin tesk putih d bawah sinar matahari...kan tidak bida di baca. atau sebaliknya...waktu gelap pakai huruf hitam, kan tidak terlihat itu teksnya",5,136,35.4.4,2024-07-04 15:36:17,,,35.4.4
